record_id,parent_occurrence_record_id,source_id,release_version,source_region,source_material_term,normalized_material_ids_json,normalized_material_names_json,chemical_names_json,symbols_or_formulae_json,chemical_or_english_names_json,source_district_term,district_boundary_state_2011,district_boundary_name_2011,census_state_code_2011,census_district_code_2011,district_centroid_latitude_2011,district_centroid_longitude_2011,census_area_km2_2011_district,census_population_2011_district,census_male_2011_district,census_female_2011_district,census_sc_2011_district,census_st_2011_district,census_literate_2011_district,census_workers_2011_district,district_crosswalk_status,district_crosswalk_match_index,district_crosswalk_match_count,district_crosswalk_admitted_to_h3_context,source_pdf_pages_json,source_pdf_url,record_observation_type,model_evidence_role,data_quality_flags_json,limitations
IBM-IMYB2024-DIST-OCC-00011,IBM-IMYB2024-STATE-OCC-0005,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,calcite,"[""group:calcium-and-limestone"",""mineral:calcite""]","[""Calcium and limestone"",""Calcite""]","[""calcium"",""calcium carbonate"",""calcite""]","[""Ca(CO3)""]","[""calcium"",""calcium carbonate"",""calcite""]",Cuddapah,Andhra Pradesh,Y.s.r.,28,20,14.47783943,78.66232499,15359.0,2882469.0,1451777.0,1430692.0,465794.0,75886.0,1716766.0,1320404.0,renamed_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00012,IBM-IMYB2024-STATE-OCC-0005,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,calcite,"[""group:calcium-and-limestone"",""mineral:calcite""]","[""Calcium and limestone"",""Calcite""]","[""calcium"",""calcium carbonate"",""calcite""]","[""Ca(CO3)""]","[""calcium"",""calcium carbonate"",""calcite""]",Kurnool,Andhra Pradesh,Kurnool,28,21,15.5244673,77.90566389,17658.0,4053463.0,2039227.0,2014236.0,737945.0,82831.0,2127161.0,2029425.0,exact_normalized_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00013,IBM-IMYB2024-STATE-OCC-0005,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,calcite,"[""group:calcium-and-limestone"",""mineral:calcite""]","[""Calcium and limestone"",""Calcite""]","[""calcium"",""calcium carbonate"",""calcite""]","[""Ca(CO3)""]","[""calcium"",""calcium carbonate"",""calcite""]",Visakhapatnam,Andhra Pradesh,Visakhapatnam,28,13,17.89591213,82.5682743,11161.0,4290589.0,2138910.0,2151679.0,329486.0,618500.0,2568249.0,1889879.0,exact_normalized_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00014,IBM-IMYB2024-STATE-OCC-0006,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",Anantapur,Andhra Pradesh,Anantapur,28,22,14.45584996,77.4925042,19130.0,4081148.0,2064495.0,2016653.0,583135.0,154127.0,2310960.0,2036166.0,exact_normalized_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00015,IBM-IMYB2024-STATE-OCC-0006,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",Chittoor,Andhra Pradesh,Chittoor,28,23,13.31218331,78.97713584,15152.000152556364,4174064.0,2090204.0,2083860.0,785760.0,159165.0,2667878.0,1933357.0,exact_normalized_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00016,IBM-IMYB2024-STATE-OCC-0006,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",Cuddapah,Andhra Pradesh,Y.s.r.,28,20,14.47783943,78.66232499,15359.0,2882469.0,1451777.0,1430692.0,465794.0,75886.0,1716766.0,1320404.0,renamed_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00017,IBM-IMYB2024-STATE-OCC-0006,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",East Godavari,Andhra Pradesh,East Godavari,28,14,17.15933485,82.05236454,10807.0,5154296.0,2569688.0,2584608.0,945269.0,213195.0,3288577.0,2093681.0,exact_normalized_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00018,IBM-IMYB2024-STATE-OCC-0006,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",West Godavari,Andhra Pradesh,West Godavari,28,15,16.90246517,81.35101938,7742.0,3936966.0,1964918.0,1972048.0,811698.0,109072.0,2652389.0,1773112.0,exact_normalized_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00019,IBM-IMYB2024-STATE-OCC-0006,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",Guntur,Andhra Pradesh,Guntur,28,17,16.28813814,80.18386567,11391.0,4887813.0,2440521.0,2447292.0,957407.0,247089.0,2960441.0,2381624.0,exact_normalized_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00020,IBM-IMYB2024-STATE-OCC-0006,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",Kurnool,Andhra Pradesh,Kurnool,28,21,15.5244673,77.90566389,17658.0,4053463.0,2039227.0,2014236.0,737945.0,82831.0,2127161.0,2029425.0,exact_normalized_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00021,IBM-IMYB2024-STATE-OCC-0006,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",Nellore,Andhra Pradesh,Sri Potti Sriramulu Nellore,28,19,14.29308592,79.78267372,13076.0,2963557.0,1492974.0,1470583.0,666588.0,285997.0,1832189.0,1314561.0,renamed_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00022,IBM-IMYB2024-STATE-OCC-0006,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,china clay,"[""group:kaolin"",""mineral:kaolinite""]","[""Kaolin"",""Kaolinite""]","[""kaolinite"",""aluminium silicate hydroxide""]","[""Al2Si2O5(OH)4""]","[""kaolinite"",""aluminium silicate hydroxide""]",Visakhapatnam,Andhra Pradesh,Visakhapatnam,28,13,17.89591213,82.5682743,11161.0,4290589.0,2138910.0,2151679.0,329486.0,618500.0,2568249.0,1889879.0,exact_normalized_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00023,IBM-IMYB2024-STATE-OCC-0007,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,corundum,"[""mineral:corundum""]","[""Corundum""]","[""corundum""]","[""Al2O3""]","[""corundum""]",Anantapur,Andhra Pradesh,Anantapur,28,22,14.45584996,77.4925042,19130.0,4081148.0,2064495.0,2016653.0,583135.0,154127.0,2310960.0,2036166.0,exact_normalized_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00024,IBM-IMYB2024-STATE-OCC-0008,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,dolomite,"[""mineral:dolomite""]","[""Dolomite""]","[""dolomite""]","[""CaMg(CO3)2""]","[""dolomite""]",Anantapur,Andhra Pradesh,Anantapur,28,22,14.45584996,77.4925042,19130.0,4081148.0,2064495.0,2016653.0,583135.0,154127.0,2310960.0,2036166.0,exact_normalized_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00025,IBM-IMYB2024-STATE-OCC-0008,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,dolomite,"[""mineral:dolomite""]","[""Dolomite""]","[""dolomite""]","[""CaMg(CO3)2""]","[""dolomite""]",Kurnool,Andhra Pradesh,Kurnool,28,21,15.5244673,77.90566389,17658.0,4053463.0,2039227.0,2014236.0,737945.0,82831.0,2127161.0,2029425.0,exact_normalized_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00026,IBM-IMYB2024-STATE-OCC-0009,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,felspar,"[""group:feldspar-group""]","[""Feldspar group""]",[],[],"[""Feldspar group""]",Anantapur,Andhra Pradesh,Anantapur,28,22,14.45584996,77.4925042,19130.0,4081148.0,2064495.0,2016653.0,583135.0,154127.0,2310960.0,2036166.0,exact_normalized_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00027,IBM-IMYB2024-STATE-OCC-0009,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,felspar,"[""group:feldspar-group""]","[""Feldspar group""]",[],[],"[""Feldspar group""]",Cuddapah,Andhra Pradesh,Y.s.r.,28,20,14.47783943,78.66232499,15359.0,2882469.0,1451777.0,1430692.0,465794.0,75886.0,1716766.0,1320404.0,renamed_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00028,IBM-IMYB2024-STATE-OCC-0009,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,felspar,"[""group:feldspar-group""]","[""Feldspar group""]",[],[],"[""Feldspar group""]",West Godavari,Andhra Pradesh,West Godavari,28,15,16.90246517,81.35101938,7742.0,3936966.0,1964918.0,1972048.0,811698.0,109072.0,2652389.0,1773112.0,exact_normalized_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
IBM-IMYB2024-DIST-OCC-00029,IBM-IMYB2024-STATE-OCC-0009,SRC_IBM_INDIAN_MINERALS_YEARBOOK_2024_STATE_REVIEWS,v1.0-alpha.22,Andhra Pradesh,felspar,"[""group:feldspar-group""]","[""Feldspar group""]",[],[],"[""Feldspar group""]",Nellore,Andhra Pradesh,Sri Potti Sriramulu Nellore,28,19,14.29308592,79.78267372,13076.0,2963557.0,1492974.0,1470583.0,666588.0,285997.0,1832189.0,1314561.0,renamed_one_to_one,1,1,True,"[157,158]",https://www.ibm.gov.in/writereaddata/files/177426215469c1178a48453IMYB_2024_EBookFinal.pdf,official_compiled_district_mineral_occurrence_context,excluded_context_only,[],"District-level occurrence context is spatially broad. The representative district coordinate is an indexing point, not the occurrence location or a drill target. Only unambiguous one-to-one 2011 crosswalks enter the H3 context table."
