record_id,record_class,block_lineage_key,auction_event_kind,auction_tranche,auction_status_at_source_date,block_name,state_or_ut,district,concession_type,block_area_ha,latitude,longitude,coordinates_available_in_source,block_boundary_wkt,geometry_vertex_count,geometry_area_geodesic_ha,geometry_area_difference_pct,geometry_type,geometry_extraction_method,geometry_quality_flag,centroid_within_stated_state_2011,spatial_validation_note,source_materials_json,normalized_top50_materials_json,unmapped_english_material_names_json,chemical_names_json,symbols_or_formulae_json,auction_nit_date,auction_start_timestamp_ist,auction_close_timestamp_ist,auction_number,preferred_bidder,mstc_registration_number,highest_final_price_offer_pct,source_date,source_url,geometry_source_url,mbs_source_url,source_pdf_filename,source_pdf_sha256,source_pdf_bytes,source_pdf_page_count,auction_notice_source_url,auction_notice_pdf_filename,auction_notice_pdf_sha256,auction_notice_pdf_bytes,auction_notice_pdf_page_count,concession_type_extraction_method,extraction_notes,source_accessed_date,integration_status
CMB-EVENT-T2-O14,official_critical_mineral_auction_event,gollarahatti-mallenahalli,auction_offer,2,notified for auction,"Gollarahatti-Mallenahalli Nickel, Chromium and PGE Block",Karnataka,Hassan,CL,1238.122,13.41039883186914,76.39027114052402,True,"POLYGON ((76.3803 13.3849, 76.4013 13.3848, 76.3981 13.4426, 76.3845 13.4426, 76.3915 13.4307, 76.3915 13.4277, 76.3785 13.4277, 76.3803 13.3849))",7.0,1238.4230339095175,0.024313751756078996,Polygon,pypdf_text,accepted,True,,"[""Platinum-group elements"",""Chromium"",""Nickel""]","[""Platinum-group elements"",""Chromium"",""Nickel""]",[],"[""chromium"",""iridium"",""nickel"",""osmium"",""palladium"",""platinum"",""rhodium"",""ruthenium""]","[""Cr"",""Ir"",""Ni"",""Os"",""Pd"",""Pt"",""Rh"",""Ru""]",2024-02-29,,,,,,,2024-02-29,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14090_MBS_Gollarahatti-Mallenahalli%20Ni%20and%20PGE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14090_MBS_Gollarahatti-Mallenahalli%20Ni%20and%20PGE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T2_14090_MBS_Gollarahatti-Mallenahalli_Ni_and_PGE_Block.pdf,356147b9d6cc6f24460d667cffd6a951dbe69678410e5df4d5bd51f1daf21b0d,949908.0,5.0,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715.0,2.0,mbs_text_reconciled_to_official_nit,,2026-09-10,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring
CMB-EVENT-T2-O15,official_critical_mineral_auction_event,lakhasar,auction_offer,2,notified for auction,Lakhasar Potash and Halite Block,Rajasthan,Bikaner,CL,1830.06,28.09734903135999,73.87400255091491,True,"POLYGON ((73.85358180555555 28.113147833333336, 73.874111 28.12073102777778, 73.89284913888889 28.112023555555556, 73.90540116666668 28.09667472222222, 73.86453780555556 28.06978986111111, 73.85164125 28.085519527777777, 73.85358180555555 28.113147833333336))",6.0,1830.975279975462,0.05001365941346181,Polygon,source_table_verified_ocr_override,accepted,True,,"[""Halite"",""Potash""]","[""Potash""]","[""Halite""]","[""potassium chloride"",""potassium sulfate""]","[""K2SO4"",""KCl""]",2024-02-29,,,,,,,2024-02-29,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14089_MBS_Lakhasar%20Block%20Final%20CL%20with%20halite.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14089_MBS_Lakhasar%20Block%20Final%20CL%20with%20halite.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T2_14089_MBS_Lakhasar_Block_Final_CL_with_halite.pdf,9c561058711ecb460c4c30e3f17a19446424fb7065f7a64e282d181ef483dff9,888402.0,5.0,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715.0,2.0,mbs_text_reconciled_to_official_nit,Six boundary points transcribed from the official MBS map after 400 dpi OCR review.,2026-09-10,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring
CMB-EVENT-T2-O16,official_critical_mineral_auction_event,nayakkarpatti,auction_offer,2,notified for auction,Nayakkarpatti Tungsten Block,Tamil Nadu,Madurai,CL,2015.51,10.043490423175554,78.27603368174582,True,"POLYGON ((78.25 10.0028, 78.25 10.0316, 78.2824 10.0709, 78.3116 10.0709, 78.2942 10.0452, 78.25 10.0028))",5.0,2012.6685560746432,0.14097890486064424,Polygon,pypdf_text,accepted,True,,"[""Tungsten""]","[""Tungsten""]",[],"[""tungsten""]","[""W""]",2024-02-29,,,,,,,2024-02-29,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14088_MBS_Nayakkarpatti%20Tungsten%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14088_MBS_Nayakkarpatti%20Tungsten%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T2_14088_MBS_Nayakkarpatti_Tungsten_Block.pdf,762012ca64deb4399ecf445bc50b1dbb1fdc6850ad2b6eff91a7a86be3f4300a,918497.0,5.0,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715.0,2.0,mbs_text_reconciled_to_official_nit,,2026-09-10,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring
CMB-EVENT-T2-O17,official_critical_mineral_auction_event,raipura,auction_offer,2,notified for auction,Raipura Phosphorite and Limestone Block,Chhattisgarh,Balod,CL,1009.36,20.81615,81.09734444444445,True,"POLYGON ((81.08218888888888 20.801691666666667, 81.08218888888888 20.830608333333334, 81.1125 20.830608333333334, 81.1125 20.801691666666667, 81.08218888888888 20.801691666666667))",4.0,1010.1692573078155,0.08017529006653011,Polygon,pypdf_text,accepted,True,,"[""Phosphorite""]","[""Phosphorus""]",[],"[""phosphorus""]","[""P""]",2024-02-29,,,,,,,2024-02-29,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14087_MBS_Raipura%20Phosphorite%20and%20Limestone%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14087_MBS_Raipura%20Phosphorite%20and%20Limestone%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T2_14087_MBS_Raipura_Phosphorite_and_Limestone_Block.pdf,1c81bd84a2726ada52a507bb341962cb3f3b4db2acf36e0b63727403fc27c1cb,960551.0,5.0,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715.0,2.0,mbs_text_reconciled_to_official_nit,,2026-09-10,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring
CMB-EVENT-T2-O18,official_critical_mineral_auction_event,sanyasikoppa,auction_offer,2,notified for auction,"Sanyasikoppa Cobalt, Manganese and Iron Block",Karnataka,Shimoga (Shivamogga),CL,1055.64,14.155165705499192,75.36635290045898,True,"POLYGON ((75.35953611111111 14.184675, 75.37491944444444 14.184841666666667, 75.3750861111111 14.159363888888889, 75.36830277777777 14.119658333333334, 75.35903888888889 14.121313888888888, 75.35953611111111 14.184675))",5.0,1056.4413868319377,0.07591478457974633,Polygon,pypdf_text,accepted,True,,"[""Cobalt"",""Iron"",""Manganese""]","[""Cobalt"",""Iron"",""Manganese""]",[],"[""cobalt"",""iron"",""manganese""]","[""Co"",""Fe"",""Mn""]",2024-02-29,,,,,,,2024-02-29,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14086_MBS_Sanyasikoppa%20Cobalt,%20Manganese%20and%20Iron%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-","https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14086_MBS_Sanyasikoppa%20Cobalt,%20Manganese%20and%20Iron%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",T2_14086_MBS_Sanyasikoppa_Cobalt_Manganese_and_Iron_Block.pdf,3f611d9ed5c6a3f2cce69a92b6104c73d114fc19e2bbf7249462a1edeb92cb9a,1011422.0,5.0,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14475_GoI-MoM%20Tranche%20II-NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T2_NIT.pdf,57196a4712ebecc0315a5ce2dd1129bed60e99ecc06fca7ed955f68759612f5a,76715.0,2.0,mbs_text_reconciled_to_official_nit,,2026-09-10,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring
CMB-EVENT-T3-O01,official_critical_mineral_auction_event,chutia-nauhatta,auction_offer,3,notified for auction,Chutia-Nauhatta Glauconite Block,Bihar,Rohtas,CL,463.995,24.55641604770508,83.76975561189417,True,"POLYGON ((83.75191111111111 24.54560277777778, 83.79038444444444 24.55727138888889, 83.78673194444444 24.56734527777778, 83.74914722222222 24.555244444444444, 83.75191111111111 24.54560277777778))",4.0,463.4651059556484,0.1142025332927249,Polygon,pypdf_text,accepted,True,,"[""Glauconite""]",[],"[""Glauconite""]",[],[],2024-03-14,,,,,,,2024-03-14,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14486_MBS_Chutia-Nauhatta%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14486_MBS_Chutia-Nauhatta%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T3_14486_MBS_Chutia-Nauhatta_Glauconite_Block.pdf,2bf04b3bdd666c77bf7bb7beca0af6273d9ca585bfc38de4bf407d617338bf1f,801352.0,5.0,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T3_NIT.pdf,465a8490a29e432973a9aa7310acd871b7da9f5047055d4747c9f7549d4a9f92,158441.0,2.0,mbs_text_reconciled_to_official_nit,,2026-09-10,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring
CMB-EVENT-T3-O02,official_critical_mineral_auction_event,genjana,auction_offer,3,notified for auction,"Genjana Nickel, Chromium and PGE Block",Bihar,Gaya,CL,788.85,24.507600109649122,84.59864934210525,True,"POLYGON ((84.5756 24.5153, 84.6218 24.5151, 84.6218 24.5, 84.5756 24.5, 84.5756 24.5153))",4.0,788.3310822259903,0.06578155213408947,Polygon,pypdf_text,accepted,True,,"[""Platinum-group elements"",""Chromium"",""Nickel""]","[""Platinum-group elements"",""Chromium"",""Nickel""]",[],"[""chromium"",""iridium"",""nickel"",""osmium"",""palladium"",""platinum"",""rhodium"",""ruthenium""]","[""Cr"",""Ir"",""Ni"",""Os"",""Pd"",""Pt"",""Rh"",""Ru""]",2024-03-14,,,,,,,2024-03-14,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14485_MBS_Genjana%20Nickel%20Chromium%20and%20PGE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14485_MBS_Genjana%20Nickel%20Chromium%20and%20PGE%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T3_14485_MBS_Genjana_Nickel_Chromium_and_PGE_Block.pdf,6239b67226afa204930f0327a52c41672eb27e29dcba6faae3c56b78857dec9a,798356.0,6.0,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T3_NIT.pdf,465a8490a29e432973a9aa7310acd871b7da9f5047055d4747c9f7549d4a9f92,158441.0,2.0,mbs_text_reconciled_to_official_nit,,2026-09-10,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring
CMB-EVENT-T3-O03,official_critical_mineral_auction_event,kurchha,auction_offer,3,notified for auction,Kurchha Glauconite Block,Uttar Pradesh,Sonbhadra,CL,17.3,24.5932418579723,82.87589297757629,True,"POLYGON ((82.87391666666666 24.595469444444443, 82.87735555555555 24.595391666666664, 82.87803055555555 24.591313888888887, 82.87438333333333 24.59090833333333, 82.87391666666666 24.595469444444443))",4.0,17.273710959735514,0.15195977031495425,Polygon,pypdf_text,accepted,True,,"[""Glauconite""]",[],"[""Glauconite""]",[],[],2024-03-14,,,,,,,2024-03-14,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14484_MBS_Kurchha%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14484_MBS_Kurchha%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T3_14484_MBS_Kurchha_Glauconite_Block.pdf,06cc6de3bbef49d8006ef2544fa364c967a20e0ae4fb2106c35b0a255871b949,781446.0,5.0,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T3_NIT.pdf,465a8490a29e432973a9aa7310acd871b7da9f5047055d4747c9f7549d4a9f92,158441.0,2.0,mbs_text_reconciled_to_official_nit,,2026-09-10,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring
CMB-EVENT-T3-O04,official_critical_mineral_auction_event,kurunjakulam,auction_offer,3,notified for auction,Kurunjakulam Graphite Block,Tamil Nadu,Tenkasi,CL,265.66,9.237361111111111,77.68652777777778,True,"POLYGON ((77.68083333333334 9.246944444444443, 77.69222222222223 9.246944444444443, 77.69222222222223 9.227777777777778, 77.68083333333334 9.227777777777778, 77.68083333333334 9.246944444444443))",4.0,265.2981685296297,0.13620096001291307,Polygon,pypdf_text,accepted,True,,"[""Graphite""]","[""Graphite""]",[],"[""carbon""]","[""C""]",2024-03-14,,,,,,,2024-03-14,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14483_MBS_Kurunjakulam%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14483_MBS_Kurunjakulam%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T3_14483_MBS_Kurunjakulam_Graphite_Block.pdf,9a9fd70251408628ce5adcbbbd46c90eaa9ab6c5854b2336ceb3fa07aed68633,793742.0,5.0,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T3_NIT.pdf,465a8490a29e432973a9aa7310acd871b7da9f5047055d4747c9f7549d4a9f92,158441.0,2.0,mbs_text_reconciled_to_official_nit,,2026-09-10,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring
CMB-EVENT-T3-O05,official_critical_mineral_auction_event,muskaniya-gareriatola-barwari,auction_offer,3,notified for auction,Muskaniya-Gareriatola-Barwari Potash Block,Jharkhand,Garhwa,CL,513.69,24.401761208625558,83.54869048658094,True,"POLYGON ((83.5300118888889 24.40596992222222, 83.56096977222222 24.41093635, 83.56860326666666 24.398643269444445, 83.53603610833333 24.391994736111112, 83.5300118888889 24.40596992222222))",4.0,513.2543952418328,0.08479915088230275,Polygon,pypdf_text,accepted,True,,"[""Potash""]","[""Potash""]",[],"[""potassium chloride"",""potassium sulfate""]","[""K2SO4"",""KCl""]",2024-03-14,,,,,,,2024-03-14,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14482_MBS_Muskaniya-Gareriatola-Barwari%20Potash%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14482_MBS_Muskaniya-Gareriatola-Barwari%20Potash%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T3_14482_MBS_Muskaniya-Gareriatola-Barwari_Potash_Block.pdf,1d6554ddb3f086cb1ecc7f7ca18c66041c0ecf1545c92bb8fb88d14e26605d7a,808266.0,5.0,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T3_NIT.pdf,465a8490a29e432973a9aa7310acd871b7da9f5047055d4747c9f7549d4a9f92,158441.0,2.0,mbs_text_reconciled_to_official_nit,,2026-09-10,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring
CMB-EVENT-T3-O06,official_critical_mineral_auction_event,pipradih-bhurwa,auction_offer,3,notified for auction,Pipradih-Bhurwa Glauconite Block,Bihar,Rohtas,CL,415.38,24.568476672181923,83.80627910801734,True,"POLYGON ((83.78702222222222 24.566544444444446, 83.79016666666666 24.557872222222223, 83.82518888888889 24.56933611111111, 83.82061666666667 24.579475, 83.78702222222222 24.566544444444446))",4.0,414.881304153049,0.12005774157422668,Polygon,pypdf_text,accepted,True,,"[""Glauconite""]",[],"[""Glauconite""]",[],[],2024-03-14,,,,,,,2024-03-14,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14481_MBS_Pipradih-Bhurwa%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14481_MBS_Pipradih-Bhurwa%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T3_14481_MBS_Pipradih-Bhurwa_Glauconite_Block.pdf,ee7a27a74853fa7d27b5f67e6d606032c328b13bce5f90d3f4548e13c0250e13,795626.0,5.0,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T3_NIT.pdf,465a8490a29e432973a9aa7310acd871b7da9f5047055d4747c9f7549d4a9f92,158441.0,2.0,mbs_text_reconciled_to_official_nit,,2026-09-10,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring
CMB-EVENT-T3-O07,official_critical_mineral_auction_event,salal-haimna,auction_offer,3,notified for auction,"Salal-Haimna Lithium, Titanium and Bauxite (Aluminous Laterite) Block",UT: Jammu and Kashmir,Reasi,CL,317.638,33.16764188311911,74.81874319707671,True,"POLYGON ((74.80873249999999 33.17552388888889, 74.81338166666666 33.176035, 74.8317675 33.17162888888889, 74.82725444444443 33.15844638888889, 74.80645694444443 33.1633975, 74.80873249999999 33.17552388888889))",5.0,317.8909881235838,0.07964668068172094,Polygon,pypdf_text,accepted,True,,"[""Aluminous Laterite"",""Bauxite"",""Lithium"",""Titanium""]","[""Aluminium"",""Lithium"",""Titanium""]",[],"[""aluminium"",""lithium"",""titanium"",""titanium dioxide""]","[""Al"",""Li"",""Ti"",""TiO2""]",2024-03-14,,,,,,,2024-03-14,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,"https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14480_MBS_Salal-Haimna%20Lithium,%20Titanium%20and%20Bauxite%20Aluminous%20Laterite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-","https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14480_MBS_Salal-Haimna%20Lithium,%20Titanium%20and%20Bauxite%20Aluminous%20Laterite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-",T3_14480_MBS_Salal-Haimna_Lithium_Titanium_and_Bauxite_Aluminous_Laterite_Block.pdf,578687502b2cb52d72bde9ba888395a64383db6a9a51abc717b0df2c126d7d1e,695463.0,5.0,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=14477_Notice%20Inviting%20Tender%20(NIT)%20-%20%20Tranche%20III.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T3_NIT.pdf,465a8490a29e432973a9aa7310acd871b7da9f5047055d4747c9f7549d4a9f92,158441.0,2.0,mbs_text_reconciled_to_official_nit,,2026-09-10,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring
CMB-EVENT-T4-O01,official_critical_mineral_auction_event,endolin-isholin,auction_offer,4,notified for auction,Endolin-Isholin Graphite Block,Arunachal Pradesh,Upper Dibang Valley,CL,503.15,28.510092938604927,95.83267922418445,True,"POLYGON ((95.83159305555556 28.525406944444445, 95.84784777777777 28.507480277777777, 95.83396611111111 28.494551666666666, 95.81738805555555 28.51310861111111, 95.83159305555556 28.525406944444445))",4.0,502.5928167651176,0.11073899133108597,Polygon,pypdf_text,accepted,True,,"[""Graphite""]","[""Graphite""]",[],"[""carbon""]","[""C""]",2024-06-24,,,,,,,2024-06-24,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15850_1.%20MBS%20Endolin-Isholin%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15850_1.%20MBS%20Endolin-Isholin%20Graphite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T4_15850_MBS_Endolin-Isholin_Graphite_Block.pdf,24cfc67a6fb4137d3ecd4adf22664610223781c4001d137318ca4c0985585f02,540254.0,4.0,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640.0,3.0,mbs_text_reconciled_to_official_nit,,2026-09-10,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring
CMB-EVENT-T4-O02,official_critical_mineral_auction_event,kelenda,auction_offer,4,notified for auction,Kelenda Glauconite Block,Chhattisgarh,Mahasamund,CL,397.5,21.25876319955575,82.98371141207856,True,"POLYGON ((82.96918472222222 21.241387777777778, 82.99129888888889 21.279723055555554, 82.99827972222222 21.276053333333333, 82.97590972222223 21.237615555555557, 82.96918472222222 21.241387777777778))",4.0,397.4067555855751,0.02345771432072287,Polygon,pypdf_text,accepted,True,,"[""Glauconite""]",[],"[""Glauconite""]",[],[],2024-06-24,,,,,,,2024-06-24,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15849_2.%20MBS_Kelenda%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15849_2.%20MBS_Kelenda%20Glauconite%20Block.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T4_15849_MBS_Kelenda_Glauconite_Block.pdf,e7e588fc12388fbf47841e456314a0569a0d44ac4362bb148f5a0802d0812f6d,1073687.0,5.0,https://www.mstcecommerce.com/auctionhome/download_docs.jsp?FILE_ID=15825_1.%20GoI%20MoM%20-%20Tranche%20IV%20-%20NIT.pdf&path=dynamiclinks&portal=mlcl&mdTyp=-,T4_NIT.pdf,0aa1df9b62c007232c44e9f718240d97f99f113a4adb25495c3703a7699f2ff1,101640.0,3.0,mbs_text_reconciled_to_official_nit,,2026-09-10,geometry_available_for_overlay_not_used_in_prospectivity_training_or_scoring
